#{"t_start": 1789385749.8017635, "env_id": "None"}
r,l,t
14627.247401,5000,9347.946683
14645.880632,5000,9353.316597
14628.326595,5000,9357.842146
14617.051336,5000,9363.117553
14644.741882,5000,9367.553478
14602.002489,5000,9372.850615
14658.13874,5000,9377.313889
14655.511849,5000,9381.814291
14639.38828,5000,9387.162796
14611.901438,5000,9391.588659
14619.073133,5000,9396.90379
14588.150311,5000,9401.419133
14572.928119,5000,9406.769239
14618.714004,5000,9411.218815
14600.20288,5000,9415.63808
14629.493498,5000,9420.990816
14602.729987,5000,9425.471643
14564.727257,5000,9430.771877
14606.639773,5000,9435.255679
14618.638676,5000,9440.570112
14600.734857,5000,9445.08516
14582.016312,5000,9450.381288
14608.340149,5000,9454.837947
14554.834835,5000,9459.327586
14603.594413,5000,9464.606746
14613.476262,5000,9469.102278
14569.958541,5000,9474.43262
14609.40892,5000,9478.931317
14578.746442,5000,9484.238378
14529.892971,5000,9488.680026
14583.832279,5000,9493.992274
14601.654058,5000,9498.474201
14603.482289,5000,9502.983142
14607.396267,5000,9508.277377
14544.216278,5000,9512.707949
14513.227337,5000,9518.020769
14529.135678,5000,9522.443986
14566.60569,5000,9527.819439
14571.272453,5000,9532.239628
14597.910229,5000,9537.50854
14572.820607,5000,9541.942445
14517.349949,5000,9546.439068
14607.26732,5000,9551.771119
14531.536285,5000,9556.213402
14603.092836,5000,9561.500857
14594.074896,5000,9565.977058
14538.663856,5000,9571.299273
14629.082959,5000,9575.740186
14599.131127,5000,9580.158305
14556.832192,5000,9585.518528
14600.084517,5000,9590.034001
14560.224334,5000,9595.377469
14614.36708,5000,9599.795137
14590.42919,5000,9605.087327
14634.304792,5000,9609.529144
14609.360024,5000,9614.751642
14621.205706,5000,9619.265822
14627.992793,5000,9623.687496
14628.28273,5000,9628.943729
14651.55768,5000,9633.35216
14626.146925,5000,9638.715665
14618.344349,5000,9643.200086
14618.608942,5000,9648.467645
14649.732204,5000,9652.88591
14686.363859,5000,9658.189694
14687.30019,5000,9662.645397
14679.330945,5000,9667.131197
14674.818711,5000,9672.439948
14685.459647,5000,9676.836532
14692.899207,5000,9682.225528
14703.780671,5000,9686.693574
14666.990554,5000,9692.007939
14686.71812,5000,9696.413018
14695.177378,5000,9701.669167
14683.816234,5000,9706.208049
14702.365114,5000,9710.645565
14718.273224,5000,9715.953753
14699.411118,5000,9720.470487
14702.176159,5000,9725.805838
14718.224038,5000,9730.295461
14721.273118,5000,9735.662288
14703.082765,5000,9740.096116
14711.602935,5000,9744.507276
14705.762087,5000,9749.878366
14688.402512,5000,9754.428336
14745.867741,5000,9759.782708
14737.150496,5000,9764.114196
14742.900597,5000,9769.07985
14732.039343,5000,9773.265796
14711.924877,5000,9778.032077
14699.379465,5000,9782.228142
14699.054731,5000,9786.373798
14700.435017,5000,9791.407891
14703.449319,5000,9795.625924
14717.803928,5000,9800.735355
14716.664936,5000,9804.962737
14711.139286,5000,9809.943218
14707.882962,5000,9814.122597
14714.980742,5000,9819.084742
14721.363411,5000,9823.6712
14688.321371,5000,9828.174739
14701.563942,5000,9833.689371
14704.568124,5000,9838.013393
14706.82495,5000,9842.936057
14689.199405,5000,9847.095638
14705.223829,5000,9851.995556
14702.941761,5000,9856.205504
14683.471876,5000,9861.107227
14680.629478,5000,9865.3805
14642.537045,5000,9869.570736
14699.800892,5000,9874.525133
14690.098318,5000,9878.636264
14708.493372,5000,9883.557528
14693.05103,5000,9887.719851
14675.777435,5000,9892.700667
14702.971581,5000,9896.973679
14668.956457,5000,9901.795934
14708.511757,5000,9905.953185
14682.966109,5000,9910.116129
14690.750419,5000,9915.052833
14701.320474,5000,9919.231771
14694.614262,5000,9924.162495
14694.532692,5000,9928.355325
14693.78365,5000,9933.242233
14713.932641,5000,9937.417401
14706.16966,5000,9941.59662
14706.648876,5000,9946.584196
14709.850478,5000,9950.841734
14721.060016,5000,9955.888515
14725.224453,5000,9960.087091
14711.822205,5000,9964.880283
14726.405491,5000,9969.090968
14724.354864,5000,9974.052246
14723.739792,5000,9978.451895
14714.519818,5000,9983.141345
14705.545926,5000,9988.670997
14696.595078,5000,9993.306666
14688.012492,5000,9998.658431
14652.580015,5000,10003.141936
14729.071202,5000,10008.528386
14699.283922,5000,10013.002809
14682.761578,5000,10018.281041
14706.119063,5000,10022.78212
14700.798,5000,10027.221
